0.19545000000000007,0.17358774697380946,1000,0.0056174144497388298
0.23260000000000006,0.10975837386405141,2000,0.0037844144690982102
0.27570000000000006,0.078200800227245654,3000,0.0031991131439024368
0.3115500000000001,0.060178043212205948,4000,0.0023295399553181335
0.3459000000000001,0.048486346132226903,5000,0.0015310683282732252
0.38255000000000006,0.040973057186006287,6000,0.0011522422644291649
0.41775000000000012,0.035429372076089413,7000,0.0010037133097789684
0.45260000000000006,0.031133719450242792,8000,0.0009043462749029525
0.48820000000000008,0.02759560698017768,9000,0.00089165899103694785
0.52340000000000009,0.024787371458803706,10000,0.00094523915284106831
0.55895000000000006,0.022663208639724427,11000,0.00088290369007667537
0.59505000000000008,0.020775535402564185,12000,0.00077969524357639469
0.63285000000000013,0.019202780118571489,13000,0.00075617253130164173
0.66900000000000004,0.017743677985163103,14000,0.00069253699598891992
0.70445000000000013,0.016414125802441896,15000,0.00069099439792462652
0.7431000000000002,0.015229675665924406,16000,0.00062997319188958173
0.78015000000000001,0.014368944057960459,17000,0.00054845983756382055
0.81550000000000011,0.013563909043303062,18000,0.00048841407165414383
0.85055000000000014,0.012830981456705387,19000,0.00044451679133696492
0.88560000000000016,0.012184488391808197,20000,0.00040973467808921621
0.92195000000000027,0.011623044264635609,21000,0.00042920877957213464
0.9567500000000001,0.01104086698683533,22000,0.00046017561815882562
0.9941500000000002,0.010464963046135263,23000,0.00044511355150208458
1.02935,0.010031723998027844,24000,0.0004167579601081653
1.0641000000000003,0.0096360133608554954,25000,0.00040866751949095371
1.09965,0.0092534676510750979,26000,0.0003919161537320429
1.1345000000000001,0.0088864756673576444,27000,0.00036620137410591636
1.1694999999999998,0.0086005172500896159,28000,0.00034833393244090665
1.2048500000000004,0.0083606864667804138,29000,0.00034640988096133784
1.2399,0.0081029466947657568,30000,0.0003337904173678029
1.2768000000000002,0.0078738874188101649,31000,0.00031947266354418895
1.3114500000000002,0.0076416852483364344,32000,0.00030385052148886325
1.3471000000000002,0.0074334251399716519,33000,0.00029408021896098227
1.3845000000000001,0.0072048938254977886,34000,0.00027549101793285707
1.4219999999999997,0.0070006480134902644,35000,0.0002684066075135603
1.4592499999999999,0.0067918376731067711,36000,0.00025345337084982708
1.4956,0.0065708297698095558,37000,0.00024362559656782739
